"(PDH-CSV 4.0) (Pacific Summer Time)(420)","\\DESKTOP-V5BN4SC\Processor(0)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(1)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(2)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(3)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(4)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(5)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(6)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(7)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(8)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(9)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(10)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(11)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(12)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(13)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(14)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(15)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(_Total)\% Processor Time","\\DESKTOP-V5BN4SC\Processor(0)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(1)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(2)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(3)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(4)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(5)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(6)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(7)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(8)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(9)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(10)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(11)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(12)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(13)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(14)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(15)\% DPC Time","\\DESKTOP-V5BN4SC\Processor(_Total)\% DPC Time"
"04/25/2026 11:10:08.675"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"04/25/2026 11:10:09.690","3.0443603015865794426","1.5053818936752616509","1.5053818936752616509","6.1223171174092261282","19.973122788611142653","44.596777315192341007","36.901885275635713413","12.278230749054531046","0","26.12903642025644757","1.5053818936752616509","1.5053818936752616509","0","7.6612955253205550221","0","1.5053818936752616509","10.258322819853638919","0","0","0","0","12.311827263290592072","13.850805671201914748","4.6169352237339724709","7.6948920395566204888","0","0","0","0","0","0","0","0","2.4046574559096227652"
"04/25/2026 11:10:10.706","6.1610067908664190028","3.0843184889276176186","15.391071696682834258","6.1610067908664190028","23.082792451529854816","24.621136602499259283","20.006104149591042329","12.314383394744032429","7.6993509418358252461","13.852727545713438673","4.6226626398970127596","4.6226626398970127596","3.0843184889276176186","1.5459743379582113754","0.0076301869888051321311","0","9.0454045352846961237","0","0","0","0","7.6917207548470143408","6.1533766038776116503","6.1533766038776116503","3.0766883019388058251","0","0","0","0","0","0","0","0","1.442193949507853068"
"04/25/2026 11:10:11.708","0.22568949037277130643","1.7846630920857031732","9.5795311006503283124","4.9026102955115558046","20.492346312640808748","14.256451905789102597","31.40516152463128563","1.7846630920857031732","0.22568949037277130643","17.374399109214955672","4.9026102955115558046","11.138504702363249521","0.22568949037277130643","0.22568949037277130643","1.7846630920857031732","0.22568949037277130643","7.5333794955809940674","0","0","0","0","0","1.5589736017129254275","1.5589736017129254275","1.5589736017129254275","0","0","0","0","0","0","0","0","0.29230879750005483997"
"04/25/2026 11:10:12.725","1.6216200262965441148","6.2331065875638858031","9.3074309617421242535","12.381755335920352934","26.216215019722412194","18.5304040842768174","40.050674703524457243","7.7702687746530108015","9.3074309617421242535","12.381755335920352934","6.2331065875638858031","4.6959444004747723511","3.1587822133856580109","3.1587822133856580109","0","3.1587822133856580109","10.076012055286687641","0","0","0","0","1.5371621870891165607","1.5371621870891165607","3.0743243741782331213","0","0","0","0","0","0","0","0","0","0.38429546569127781552"
"04/25/2026 11:10:13.738","1.2904009751718681365","4.375075944697748298","13.629100853275389227","2.8327384599348137684","24.425463246615962021","12.086763368512443151","33.67948815519360295","9.0020883989865634334","9.0020883989865634334","5.917413429460694374","12.086763368512443151","5.917413429460694374","7.4597509142236280155","1.2904009751718681365","5.917413429460694374","2.8327384599348137684","9.4840676291049970104","0","0","0","0","4.627012454288818688","4.627012454288818688","4.627012454288818688","1.5423374847629396367","0","0","0","0","0","0","0","0","0.96395846023686160287"
"04/25/2026 11:10:14.751","0","0","4.3755384582582763642","10.5448585577254903","27.510488831260303755","18.256508682059504167","22.883498756659903961","13.629518607459090163","4.3755384582582763642","16.714178657192700683","0","2.8332084333914764329","2.8332084333914764329","0","0","2.8332084333914764329","7.8457760787525092638","0","0","0","0","0","3.0846600497336038593","0","1.5423300248668019297","0","0","0","0","0","0","0","0","0.28918811352654527624"
"04/25/2026 11:10:15.766","1.472318845034870094","0","7.6302989172201911572","4.5513088811275359546","18.406764043544509235","13.78827898940551222","9.1697939352665240875","24.564744115729830298","3.0118138630812030243","19.946259061590833284","0","10.709288953312857018","0","0","3.0118138630812030243","0","7.0529956750289057865","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04/25/2026 11:10:16.769","15.888579956988779784","8.1004855085618174826","15.888579956988779784","19.003817736359572166","37.695244412584280269","36.137625522898886743","28.349531074471922665","37.695244412584280269","19.003817736359572166","20.561436626044958587","12.773342177617996285","11.21572328793261164","6.5428666188764310618","8.1004855085618174826","1.8700099498202504833","6.5428666188764310618","17.835598584715071979","0","0","0","0","1.55761888968539286","0","1.55761888968539286","0","0","0","0","0","0","0","0","0","0.19469986902045061106"
"04/25/2026 11:10:17.783","4.465228646881492125","6.0061120558027596417","10.628762282566562192","6.0061120558027596417","19.874062736094156634","32.201130007464286109","15.251412509330354084","41.446430460991876998","7.5469954647240271584","19.874062736094156634","1.3834618290389566475","7.5469954647240271584","1.3834618290389566475","7.5469954647240271584","4.465228646881492125","1.3834618290389566475","11.688120858906659194","0","0","0","0","4.6226502267637981092","7.704417044606330478","4.6226502267637981092","0","0","0","0","0","0","0","0","0","1.0593585763400976685"
